encuesta,encuestador,sexo,edad,entidad,facultad,turno,tipo_transporte,gasto_transporte,gasto_comida,presupuesto_semana,tiempo_transporte,actividad_transporte,cercania_transporte,numero_transporte,promedio,actividad_extra,tiempo_descanso,ausencia_recursos,fuente_ingresos,frecuencia_retardos,apoyo_transporte,impacto_transporte
684,36,2,20,8,8,1,1,1,4,4,4,2,1,2,3,1,2,2,1,4,1,2
685,30,1,22,7,9,2,1,2,3,4,5,2,1,2,3,1,3,2,1,4,1,1
686,36,1,20,5,8,2,1,4,3,2,3,2,2,1,2,2,2,1,1,4,1,1
687,36,1,20,7,8,1,1,1,3,4,5,1,2,2,2,1,1,1,1,4,1,1
688,36,2,29,16,8,2,1,1,4,2,3,1,1,2,2,2,3,2,1,4,1,1
689,36,1,21,7,8,3,1,2,2,2,4,1,1,2,4,1,4,2,1,2,1,2
690,30,1,23,10,11,2,2,1,3,4,4,3,2,2,2,2,2,2,1,4,4,1
691,44,2,23,8,11,2,1,1,4,4,3,1,1,1,1,2,3,2,1,1,2,2
692,30,2,21,4,11,2,3,4,3,2,1,1,1,1,4,1,4,2,1,3,1,2
693,44,2,22,4,11,2,2,4,4,4,1,1,1,1,3,2,3,2,1,1,2,2
694,44,1,23,2,11,2,1,1,4,4,3,1,1,1,3,2,4,2,1,1,2,2
695,38,2,26,16,8,2,1,4,4,2,3,2,1,1,3,2,4,2,2,2,1,1
696,11,2,20,9,4,2,2,4,5,4,1,1,1,1,3,2,4,2,1,1,1,1
697,17,2,21,10,4,2,4,4,5,4,1,1,1,1,4,2,4,2,1,1,1,2
698,17,1,21,10,4,2,4,3,1,4,2,1,1,1,4,2,4,2,1,1,4,1
699,11,1,26,15,4,2,3,4,1,4,1,1,1,1,4,2,4,2,1,1,1,2
700,36,2,23,17,9,1,4,3,3,4,3,4,4,1,3,1,2,2,1,1,4,1
701,11,2,21,15,4,1,2,4,2,4,1,1,1,2,4,1,4,2,1,2,2,2
702,17,2,21,4,4,2,2,4,2,4,2,2,1,3,4,1,4,2,2,4,4,2
703,47,1,19,8,10,3,1,4,2,4,3,1,2,2,2,2,3,2,1,4,1,1
704,44,1,22,15,10,3,2,2,3,4,3,1,1,2,3,1,4,2,1,4,1,1
705,26,1,22,15,7,3,3,1,1,4,3,4,1,2,3,1,4,2,2,4,1,1
706,11,2,21,3,4,2,2,1,1,2,2,1,1,4,4,1,3,2,2,1,1,1
707,17,1,18,7,4,3,4,1,5,4,3,1,1,2,4,1,4,2,1,4,1,1
708,26,1,23,15,7,3,2,4,1,4,2,3,1,2,3,2,4,2,1,4,1,2
709,44,1,22,15,7,3,4,2,4,4,2,1,1,2,3,2,4,2,1,3,1,2
710,17,2,21,10,4,1,1,1,5,4,5,1,1,2,3,2,1,2,1,4,1,1
711,36,2,28,2,9,3,1,1,3,2,3,2,2,2,3,1,3,2,2,3,1,1
712,36,1,29,10,9,2,1,2,3,4,4,4,1,2,3,2,3,2,1,4,1,2
713,44,2,22,10,10,3,1,1,1,2,5,1,2,2,2,1,3,2,1,1,1,1
714,26,2,22,14,10,3,1,4,5,4,2,4,1,1,2,1,2,2,1,2,1,2
715,44,2,20,15,10,3,2,1,1,2,4,1,2,3,3,2,1,2,1,2,1,1
716,36,2,23,4,9,1,4,4,1,4,1,4,1,1,3,1,3,2,1,1,1,1
717,36,2,24,4,9,1,3,4,5,4,1,1,1,1,3,1,3,2,1,4,1,2
718,44,2,26,8,9,3,1,1,3,3,3,2,2,1,2,2,2,2,1,3,1,1
719,26,2,26,1,10,3,1,1,5,4,4,4,1,2,3,2,3,2,1,4,1,1
720,36,2,22,4,9,2,4,2,2,4,2,1,1,1,2,2,4,2,1,1,1,2
721,36,2,24,7,9,2,1,2,2,4,4,1,4,2,3,2,4,2,1,2,1,2
722,46,1,24,1,7,1,1,4,3,2,2,2,1,1,2,1,4,2,2,4,1,1
723,26,2,31,7,10,3,1,2,1,2,4,3,1,2,3,1,3,2,2,4,1,1
724,44,2,24,8,10,3,1,2,1,2,4,1,1,2,3,1,3,2,2,4,1,1
725,36,2,24,10,9,2,4,3,1,1,1,1,4,1,3,2,2,2,1,1,1,2
726,26,2,23,7,10,3,1,4,1,2,3,1,1,2,2,1,2,2,2,4,2,1
727,36,2,23,4,9,2,4,3,4,4,4,1,1,1,3,2,4,2,1,4,1,1
728,36,2,23,4,9,2,1,1,2,4,4,1,1,2,3,1,4,2,1,1,1,2
729,11,1,20,4,4,2,3,4,4,4,1,1,1,1,3,1,1,2,1,1,1,2
730,17,2,20,7,4,2,1,4,2,2,3,1,1,1,4,2,3,2,1,4,1,1
731,26,2,22,16,11,1,1,4,5,4,3,1,1,1,3,1,2,2,1,4,1,2
732,44,1,23,10,10,3,1,4,2,4,3,1,1,2,3,2,3,2,2,3,2,2
733,46,2,22,12,7,2,2,4,2,2,3,1,1,2,4,2,3,2,1,3,2,1
734,31,1,24,15,9,1,4,3,3,4,2,3,1,1,2,2,3,2,3,1,2,2
735,18,1,19,3,3,2,1,4,2,2,3,1,2,2,2,2,4,2,1,4,1,1
736,44,1,24,15,10,3,3,1,2,1,3,1,2,2,2,2,2,2,1,2,2,1
737,11,1,21,10,4,2,4,2,4,4,5,2,3,2,3,1,4,1,2,1,1,1
738,26,1,23,12,10,3,3,1,5,4,2,1,1,3,2,1,2,2,1,4,1,1
739,44,2,23,4,10,3,3,1,2,4,3,1,2,2,3,2,1,2,1,1,1,2
740,38,1,23,15,7,3,4,3,1,2,3,1,1,1,3,1,4,2,2,2,1,2
741,11,1,21,9,4,2,1,4,4,4,4,1,2,1,3,2,4,2,1,3,1,1
742,26,1,22,15,10,3,3,1,5,4,3,2,1,4,2,1,2,2,1,1,4,1
743,18,1,20,12,3,2,1,4,2,2,2,1,2,1,3,1,4,2,1,4,4,2
744,44,1,22,7,10,1,1,1,3,2,3,2,1,2,3,2,4,2,2,2,1,2
745,44,2,21,5,10,3,1,1,1,4,1,1,1,2,3,2,2,2,1,1,2,2
746,18,2,25,9,3,2,1,4,3,2,3,4,2,1,4,1,3,2,2,4,1,1
747,26,2,26,17,10,3,3,1,5,4,3,2,1,2,2,1,3,2,1,2,2,1
748,26,1,22,15,10,3,2,1,1,1,4,1,1,2,2,1,3,2,1,4,2,1
749,18,1,22,1,3,2,3,4,1,3,3,1,2,3,3,1,4,2,1,2,1,1
750,18,1,22,4,3,2,4,3,4,4,1,1,1,1,1,1,3,2,2,2,1,1
751,18,1,21,12,3,2,4,3,3,4,2,1,2,1,4,1,3,2,1,3,2,2
752,37,2,23,5,9,1,1,4,4,2,3,2,2,1,3,1,1,2,1,2,1,2
753,37,2,27,15,9,3,4,3,3,4,2,1,1,2,3,2,3,2,2,1,1,2
754,44,1,25,4,7,2,1,1,2,2,5,4,4,2,3,1,4,2,1,4,1,1
755,37,1,23,4,9,3,3,4,1,3,1,1,1,2,3,2,4,2,3,2,3,1
756,26,1,25,6,7,3,1,2,5,4,5,4,1,2,3,2,3,1,2,4,1,1
757,44,2,30,14,7,3,1,4,4,4,4,2,2,1,3,1,3,2,3,1,2,2
758,26,2,23,12,7,3,1,4,2,4,3,1,1,1,3,1,3,2,1,3,1,2
759,44,1,35,17,7,3,4,3,5,4,4,1,1,1,3,1,4,2,1,1,1,2
760,26,1,23,15,7,1,2,4,2,4,2,1,1,1,3,1,4,2,2,3,1,2
761,44,2,24,12,7,2,1,2,3,2,2,3,2,2,2,2,2,2,1,2,2,1
762,37,1,22,3,9,2,4,2,5,4,4,1,2,1,3,1,4,2,2,3,2,1
763,18,1,23,5,3,2,1,1,1,1,3,2,2,2,3,2,4,2,1,1,4,1
764,26,2,20,12,7,3,1,1,4,4,3,1,1,3,3,2,2,2,1,4,1,1
765,18,1,20,7,3,2,1,4,1,3,3,1,2,2,1,1,4,2,1,4,1,2
766,44,1,26,15,7,3,3,1,2,1,4,4,4,1,3,2,3,2,1,1,1,2
767,37,2,20,10,11,3,1,4,1,2,3,1,2,4,3,2,2,2,1,3,1,2
768,26,1,22,4,7,3,1,4,5,4,2,1,1,1,2,1,3,1,1,4,1,1
769,44,1,24,15,7,2,2,4,5,4,3,1,1,2,3,1,3,2,2,1,1,2
770,17,2,23,5,4,1,1,4,2,2,3,1,1,1,4,1,4,2,1,3,1,1
771,18,2,19,14,3,3,1,4,1,3,3,4,3,2,4,1,4,2,1,4,2,1
772,26,1,20,4,7,3,3,1,5,4,3,1,1,2,2,1,3,1,1,4,1,1
773,37,2,20,4,7,3,3,4,5,4,1,1,1,1,2,1,3,2,1,1,1,2
774,44,1,20,15,7,2,3,4,2,4,2,1,1,1,3,1,4,2,1,4,1,2
775,18,2,20,16,3,2,1,4,2,2,3,4,2,1,2,1,4,2,1,1,4,2
776,17,2,19,4,4,2,3,4,3,4,1,1,1,1,4,2,3,2,1,2,1,2
777,37,2,20,4,7,3,3,1,5,4,1,4,1,2,3,1,2,2,1,3,1,2
778,44,1,23,10,7,2,1,1,3,4,3,2,2,3,1,2,3,2,1,1,1,2
779,26,1,19,8,7,2,1,4,5,4,3,3,1,2,4,1,3,2,1,4,1,2
780,17,1,23,8,4,2,1,4,1,2,4,4,1,2,3,2,4,2,2,4,1,1
781,44,2,19,17,7,2,3,1,4,4,4,3,3,3,2,2,1,2,2,2,2,2
782,26,2,19,3,7,3,1,4,5,4,3,1,1,1,3,2,3,2,1,1,1,2
783,37,2,23,15,9,3,4,3,4,4,3,2,2,4,3,2,1,2,1,4,4,2
784,17,2,21,1,4,2,2,1,2,3,3,1,1,2,3,1,3,2,2,2,1,1
785,37,2,22,5,9,3,1,4,4,4,4,2,2,1,3,2,1,2,2,4,1,1
786,37,2,21,13,9,1,3,3,4,2,4,3,1,2,4,2,3,2,1,3,4,2
787,17,2,22,2,4,2,1,1,1,4,3,3,2,2,4,2,2,2,1,1,1,1
788,17,2,21,17,4,2,3,1,3,4,2,2,1,1,3,1,3,2,1,3,1,1
789,37,2,20,10,5,1,1,4,2,2,2,1,1,1,3,2,2,2,1,1,1,1
790,37,1,22,7,7,3,1,3,1,1,3,1,1,2,2,2,4,2,1,3,1,1
791,17,1,20,11,4,2,3,4,1,4,2,1,1,1,4,2,4,2,1,4,1,1
792,17,2,22,7,4,1,1,4,3,4,5,1,1,1,3,1,3,2,1,3,1,1
793,28,1,23,9,8,2,1,1,2,3,3,1,1,2,3,1,3,1,1,4,1,1
794,28,2,22,7,8,1,4,3,1,4,3,4,2,1,3,1,2,1,2,4,1,1
795,17,1,19,4,4,2,3,4,2,4,1,1,1,1,3,1,4,2,1,1,4,2
796,17,1,19,8,4,2,1,1,2,4,5,1,2,2,3,1,2,2,1,2,1,1
797,28,1,22,10,3,2,2,4,2,2,3,1,1,2,3,1,3,2,2,4,1,1
798,2,1,21,10,3,1,1,1,2,2,1,1,1,2,3,1,3,2,1,4,4,1
799,2,1,42,1,3,3,1,1,1,2,4,2,2,3,3,1,4,2,1,1,2,2
800,43,1,23,6,7,3,1,1,3,4,3,4,1,2,4,1,3,2,1,3,1,1
801,37,1,26,10,9,2,1,2,2,2,3,1,1,3,2,2,4,2,1,4,1,1
802,2,2,24,7,3,3,1,4,2,1,4,1,1,2,3,2,3,2,1,2,1,1
803,35,1,22,4,7,2,2,1,3,2,3,4,2,2,4,1,3,2,1,3,1,1
804,2,2,19,7,3,2,1,4,2,2,5,2,1,2,3,1,3,2,2,1,2,1
805,46,2,22,7,10,1,3,3,1,1,5,3,1,2,3,2,3,2,1,4,3,1
806,2,1,29,7,3,3,3,1,1,4,5,1,3,3,3,1,4,2,2,4,1,1
807,2,2,40,8,3,2,3,4,1,4,1,4,2,1,3,1,2,2,3,1,1,2
808,46,1,20,4,10,1,2,4,3,2,1,1,1,1,4,1,3,2,1,1,2,2
809,2,2,25,4,1,2,2,1,1,4,4,1,1,2,4,1,3,2,1,3,1,2
810,2,1,22,10,1,2,4,4,2,1,2,2,1,2,4,2,3,2,1,1,1,2
811,37,2,18,5,9,2,1,4,1,2,3,2,1,1,3,2,2,2,1,3,1,2
812,9,2,22,7,3,3,1,3,1,4,5,2,1,2,2,2,3,2,1,4,3,1
813,2,1,25,7,1,1,1,1,2,2,5,4,1,2,2,2,4,2,1,4,1,1
814,2,1,19,6,1,1,1,1,5,4,2,1,1,2,4,2,4,2,1,3,1,2
815,2,2,18,7,1,2,1,4,1,4,4,1,1,1,3,2,4,2,1,1,1,1
816,46,1,19,7,10,3,1,3,2,4,5,2,1,2,2,2,3,2,1,4,2,1
817,37,1,25,1,10,3,1,1,2,4,3,2,1,2,3,1,2,2,3,4,4,2
818,2,1,18,10,1,3,1,1,5,2,3,2,2,1,2,1,4,1,2,2,1,2
819,2,1,24,4,1,3,3,1,5,2,2,3,2,1,3,1,2,2,1,2,1,1
820,2,2,22,4,1,3,1,2,1,1,2,1,1,1,4,2,1,1,1,3,1,2
821,37,1,21,4,9,2,3,4,2,2,3,4,2,2,4,2,1,2,1,4,1,1
822,37,1,21,4,9,2,2,4,5,4,3,3,2,3,2,2,3,2,2,2,2,1
823,2,1,22,1,3,2,4,1,2,2,2,2,2,4,3,1,1,2,1,4,1,2
824,2,2,21,10,3,2,3,2,2,2,3,1,1,2,2,1,4,2,1,4,1,1
825,2,2,19,1,3,2,1,1,1,2,2,1,2,1,2,1,3,2,1,3,1,1
826,2,2,22,1,3,1,1,3,3,1,2,1,1,2,4,2,2,2,2,4,1,1
827,28,1,27,14,3,2,1,1,3,4,3,1,1,2,2,2,4,2,2,4,1,1
828,31,1,27,14,3,2,1,4,5,4,3,1,3,2,3,1,2,1,2,4,1,1
829,31,2,19,10,7,1,1,4,4,4,2,2,4,1,3,2,2,2,1,4,1,2
830,13,2,24,10,4,2,1,1,4,3,2,4,1,3,3,2,3,2,2,4,1,1
831,13,2,21,7,4,1,1,1,2,1,3,2,4,2,3,2,2,2,1,2,2,1
832,13,2,23,10,5,2,1,2,1,1,4,3,2,2,4,1,2,2,2,4,4,1
833,31,1,21,10,9,2,1,4,4,4,2,3,1,1,4,1,3,2,2,4,1,1
834,35,2,19,5,9,1,1,4,2,2,2,2,1,1,3,1,2,2,1,2,1,2
835,13,1,24,2,6,3,1,4,5,4,3,2,1,1,3,1,1,2,1,1,1,2
836,13,2,23,10,5,1,3,1,1,2,3,4,2,2,3,2,3,2,1,1,1,2
837,39,1,23,8,9,3,1,4,4,4,4,1,1,1,2,2,4,2,1,4,1,1
838,38,1,21,14,11,2,1,4,3,1,3,3,1,1,3,2,2,2,1,3,1,2
839,39,2,22,4,9,3,1,1,4,4,3,4,2,3,4,1,4,2,1,3,1,1
840,28,1,27,2,7,1,1,1,2,2,4,4,2,1,3,1,3,2,1,4,1,2
841,42,2,22,13,11,1,3,2,2,4,4,3,2,3,2,2,2,2,1,3,2,1
842,39,2,20,5,9,1,1,1,2,2,3,1,1,1,3,2,2,1,2,4,1,1
843,39,2,24,8,9,2,1,4,3,2,3,1,1,2,3,2,3,1,1,4,1,1
844,39,1,22,4,9,1,1,1,5,4,2,3,1,2,2,2,3,1,1,2,1,1
845,39,2,21,2,9,2,1,1,2,2,3,3,2,2,3,2,4,2,1,3,1,2
846,39,1,22,7,10,1,1,4,5,4,2,3,1,2,3,1,3,2,1,1,1,1
847,39,1,19,4,10,1,4,4,3,4,2,2,1,1,3,1,3,2,1,3,2,2
848,39,2,23,1,9,1,1,1,4,4,4,2,3,3,3,1,2,1,1,4,1,1
849,39,1,22,10,10,3,3,2,2,1,3,3,2,3,2,2,3,1,2,2,1,1
850,39,1,20,12,8,3,4,3,5,4,2,1,2,1,4,2,2,1,3,3,1,1
851,39,2,21,16,10,1,1,1,3,2,3,1,1,2,3,2,2,1,2,4,1,1
852,39,2,21,4,10,3,1,4,1,1,2,4,2,1,2,1,4,2,1,4,2,2
853,39,2,19,17,10,1,3,1,3,2,3,2,1,1,2,2,3,1,1,2,1,1
854,39,2,20,7,11,3,3,1,3,3,3,2,3,2,3,2,3,2,2,4,1,1
855,39,1,22,3,8,1,1,4,5,1,2,3,2,1,3,2,3,2,2,1,1,2
856,39,2,22,2,9,1,1,2,5,4,3,4,1,2,3,1,2,1,1,4,1,1
857,39,1,20,8,10,2,2,4,1,3,4,1,3,2,2,2,4,1,1,4,1,1
858,39,1,24,4,8,2,3,1,3,1,1,3,1,1,3,2,3,2,2,3,1,2
859,39,1,23,2,10,3,1,4,2,2,2,4,2,2,2,2,3,1,2,1,1,1
860,39,2,22,8,10,3,1,1,1,1,3,2,2,2,3,2,2,2,1,3,4,1
861,39,2,22,10,11,3,1,2,4,4,3,3,1,2,3,2,2,2,1,4,1,2
862,39,2,23,10,7,1,1,3,4,2,3,2,1,3,2,1,2,1,1,2,1,1
863,39,2,23,15,11,1,2,3,5,4,5,2,3,3,3,2,1,1,3,4,1,1
864,3,2,22,14,3,2,3,1,2,2,3,3,2,2,3,1,2,2,2,2,1,2
865,3,1,20,15,3,3,4,3,5,4,2,1,1,1,2,1,4,2,1,2,1,2
866,3,1,21,15,1,1,3,2,5,1,3,4,4,2,4,2,4,2,1,1,2,2
867,3,2,25,4,1,2,2,2,2,2,4,4,1,2,2,2,2,2,1,3,2,2
868,3,2,21,8,3,2,2,1,2,1,2,4,2,2,2,1,2,1,1,2,4,1
869,3,1,20,12,3,2,1,4,3,2,2,1,1,1,3,2,3,2,1,1,1,1
870,3,1,21,17,1,3,3,2,3,4,3,4,1,2,3,1,3,2,1,3,4,2
871,8,1,22,10,1,2,1,4,2,2,3,4,2,2,3,2,4,1,1,4,4,1
872,3,1,19,5,3,2,1,4,1,4,1,4,1,1,3,1,3,2,2,1,1,2
873,8,2,25,7,1,3,1,1,2,4,3,2,2,2,2,2,3,2,1,4,4,1
874,8,2,26,4,1,1,1,4,1,4,1,2,3,1,3,1,4,2,1,1,4,2
875,3,1,19,7,2,2,4,3,5,4,3,2,4,1,4,2,4,2,2,1,4,2
876,8,1,24,2,6,2,2,1,4,2,3,1,2,2,3,1,2,2,1,2,1,1
877,3,1,24,1,1,2,2,1,1,3,3,1,2,2,3,2,4,1,1,4,1,1
878,8,1,22,5,1,2,1,4,3,4,2,4,2,1,4,1,4,2,1,3,4,2
879,3,1,22,16,2,3,1,4,4,2,3,1,2,1,3,2,2,2,1,1,4,2
880,8,2,25,12,6,1,1,4,2,2,2,4,1,1,2,1,3,2,1,2,1,1
881,8,1,21,7,1,2,1,1,3,4,3,4,1,2,3,1,3,2,1,2,2,2
882,8,1,22,7,6,3,3,2,5,4,4,3,2,2,3,2,2,1,2,1,2,1
883,8,2,19,12,1,3,1,4,2,4,2,1,2,1,4,2,4,2,1,3,1,1
884,3,2,19,9,5,1,3,2,1,1,3,2,1,2,3,1,3,2,1,3,1,2
885,8,2,20,8,6,1,2,4,2,2,3,2,2,1,2,2,3,2,1,1,4,2
886,8,1,20,4,1,2,2,4,3,4,1,3,2,1,4,2,4,2,1,2,1,2
887,3,1,20,4,2,1,1,4,1,4,1,1,1,1,4,1,4,2,2,1,2,2
888,3,1,20,4,2,3,1,4,1,1,1,1,1,1,2,2,3,2,3,1,1,2
889,3,2,23,1,4,1,1,1,2,1,3,3,1,3,3,1,3,2,1,4,1,1
890,3,1,20,10,1,3,1,1,5,4,3,3,1,1,4,2,2,2,1,2,2,1
891,8,2,19,16,6,3,2,1,2,2,3,3,1,3,2,2,1,2,2,2,2,2
892,8,1,22,16,6,3,2,1,3,4,3,3,1,3,2,1,4,2,3,4,1,1
893,3,1,22,2,4,2,3,1,4,4,3,4,2,2,3,1,4,2,2,2,1,2
894,8,1,22,4,6,2,3,4,2,2,1,1,1,1,3,2,3,2,1,1,3,2
895,3,1,23,5,5,2,1,4,3,4,3,1,1,1,4,2,4,2,1,1,2,2
896,8,1,20,3,6,2,2,4,2,4,2,2,2,1,3,2,4,2,1,2,1,2
897,8,1,20,12,6,1,1,4,2,2,2,4,1,1,2,2,3,2,1,1,1,2
898,3,1,23,12,2,2,1,4,4,4,3,2,3,2,3,2,1,2,2,4,1,2
899,39,2,25,5,11,2,1,1,5,4,3,1,3,2,3,1,2,1,2,4,1,1
900,3,1,25,17,6,2,2,2,2,1,4,4,2,2,4,1,3,2,1,3,4,2
901,3,2,24,1,6,1,1,1,2,3,3,2,2,3,3,2,3,2,1,4,4,2
902,3,2,21,10,6,1,1,4,1,3,1,2,4,2,3,1,3,2,3,4,2,2
903,39,1,23,15,11,3,2,1,1,2,3,3,2,2,3,2,3,2,1,4,1,1
904,3,2,27,16,6,2,1,1,1,2,3,4,1,2,3,1,2,2,2,4,1,1
905,3,1,20,1,2,2,4,4,5,4,2,3,1,1,4,2,4,2,1,1,1,2
906,39,1,24,4,11,3,1,1,3,1,3,3,2,3,2,2,3,2,2,3,1,2
907,3,1,22,12,3,2,1,1,3,1,3,2,1,2,2,2,2,2,2,4,1,1
908,3,1,25,6,5,3,1,1,2,2,3,2,2,2,2,1,3,2,1,3,2,2
909,46,1,21,6,6,3,2,1,2,3,4,2,3,2,4,2,2,1,2,3,1,1
910,3,1,21,15,6,1,3,1,3,1,4,3,4,2,3,2,3,2,1,3,2,1
911,3,1,20,9,2,3,4,3,2,1,3,1,2,1,3,2,2,2,1,4,1,2
912,39,2,23,8,11,1,1,3,4,4,3,2,2,4,2,1,2,1,1,4,1,1
913,46,1,25,7,7,2,1,3,5,4,5,2,2,2,3,1,3,1,2,4,3,2
914,19,1,19,4,5,2,4,4,5,4,1,1,1,1,4,2,4,2,1,1,2,1
915,19,2,20,10,5,2,1,1,5,4,3,3,1,2,4,2,3,2,1,3,2,2
916,19,1,20,1,5,3,1,1,4,4,2,4,1,2,3,1,3,2,1,2,2,2
917,19,1,23,5,5,3,4,4,4,4,2,1,1,1,3,1,4,2,1,3,1,1
918,19,2,20,9,5,2,1,1,4,4,3,3,2,2,4,1,3,2,1,2,2,1
919,19,1,20,14,5,2,1,4,3,2,3,3,2,1,3,1,4,2,1,2,2,1
920,39,1,19,7,9,1,1,4,3,2,3,2,2,2,2,2,2,2,1,4,1,1
921,39,1,21,9,7,2,1,2,1,1,4,2,2,3,2,2,4,1,1,4,1,1
922,39,2,21,9,11,1,3,4,1,2,2,2,1,2,3,2,3,1,1,2,1,1
923,46,2,19,4,10,2,1,4,3,4,1,1,1,1,4,1,3,2,1,2,2,2
924,46,1,22,5,10,1,4,1,2,4,2,1,2,1,2,2,4,2,2,4,1,2
925,39,1,20,2,7,3,1,1,4,2,3,1,2,1,3,1,3,2,1,4,1,1
926,39,2,19,17,8,1,3,1,2,2,3,4,2,2,3,2,3,2,1,2,1,2
927,19,1,21,3,3,2,1,4,1,4,2,1,1,1,3,1,3,2,2,4,1,1
928,19,1,23,1,3,1,1,1,1,3,3,1,2,2,3,2,3,1,2,2,1,2
929,19,2,19,15,6,1,3,1,3,1,4,4,4,3,2,2,3,1,3,4,3,1
930,19,2,19,13,6,1,3,1,4,1,4,3,3,3,2,2,3,1,3,4,1,1
931,46,2,26,10,10,2,2,1,3,4,3,3,1,2,2,1,4,2,1,2,2,1
932,46,1,21,14,10,3,1,1,3,4,3,1,2,2,3,2,4,2,1,3,3,1
933,3,1,25,10,3,3,1,3,5,4,2,1,1,1,3,1,2,2,2,4,1,1
934,8,1,20,4,2,2,3,4,2,2,1,1,2,1,2,1,3,2,1,1,1,2
935,8,1,24,5,2,2,1,4,4,4,2,3,2,1,4,2,4,2,1,3,4,2
936,8,2,20,7,2,2,1,2,4,4,4,2,2,2,2,2,3,2,1,4,1,1
937,8,2,19,5,2,1,1,4,3,4,2,4,2,1,3,2,3,2,1,2,2,1
938,8,1,22,12,2,3,1,4,2,2,2,3,2,1,2,2,4,2,2,1,1,2
939,8,2,19,10,2,3,1,4,3,4,3,4,2,1,4,2,4,2,1,3,2,1
940,8,1,23,17,2,3,3,1,2,2,2,2,2,1,2,2,4,1,1,1,1,2
941,3,1,27,5,4,3,2,1,2,1,4,3,2,2,3,2,3,2,2,2,1,2
942,3,2,19,17,1,2,2,2,2,1,4,1,3,2,3,1,2,2,3,2,4,2
943,3,1,21,10,4,2,1,4,4,4,2,3,1,1,4,1,3,2,2,4,1,1
944,3,1,21,10,5,2,1,1,2,4,3,1,1,3,3,2,4,2,1,3,2,1
945,3,2,23,2,1,2,2,2,4,2,5,3,2,3,3,1,3,2,1,2,2,2
946,3,2,18,8,5,1,1,4,2,1,3,2,1,2,2,2,4,2,1,4,1,1
947,19,2,19,9,6,2,1,4,3,4,3,1,1,1,4,1,4,2,2,2,2,1
948,3,1,22,16,1,2,2,2,1,2,3,4,1,2,3,1,3,2,1,3,1,2
949,19,1,21,10,6,2,1,4,4,4,3,1,1,1,3,2,4,2,1,3,2,2
950,19,1,20,14,6,3,1,1,4,4,3,3,2,2,4,2,4,2,1,1,1,2
951,19,1,21,14,6,3,1,1,3,4,3,1,1,1,3,1,3,2,1,1,2,1
952,39,1,22,10,7,2,1,2,3,1,4,2,2,2,2,2,2,1,1,2,1,1
953,39,1,23,3,8,3,1,4,4,2,2,3,2,1,3,1,3,2,1,3,1,2
954,3,1,20,5,5,2,2,1,3,2,3,2,2,2,2,2,3,2,2,3,4,1
955,3,2,21,4,5,1,1,1,4,2,1,2,2,2,3,1,3,2,1,4,1,1
956,3,1,22,11,5,2,2,1,3,1,3,4,3,2,3,2,2,2,1,2,1,1
957,3,2,20,7,5,2,3,2,3,2,3,3,2,3,3,2,3,2,1,4,2,1
958,3,1,22,7,5,3,1,2,3,2,4,3,2,2,3,2,2,2,3,4,2,1
959,6,1,19,7,4,2,1,1,1,4,3,4,2,3,3,2,4,2,1,3,1,1
960,6,1,20,6,4,2,1,2,1,2,3,4,3,3,2,1,3,2,1,1,1,1
961,6,2,20,4,4,2,3,4,1,4,1,3,1,1,3,1,4,2,1,1,1,2
962,6,2,18,3,6,1,3,4,1,1,1,2,1,1,4,2,2,2,1,4,1,1
963,6,2,18,3,6,1,3,4,1,1,1,2,1,1,4,2,2,2,1,4,1,1
964,6,2,18,3,6,1,3,4,1,1,1,2,1,1,4,2,2,2,1,4,1,1
965,6,2,20,1,1,2,1,3,5,4,3,3,1,2,3,2,4,2,1,2,1,2
966,6,2,18,3,6,1,3,4,1,1,1,2,1,4,4,2,2,2,1,4,1,1
967,6,2,18,3,6,1,3,4,1,1,1,2,1,4,4,2,2,2,1,4,1,1
968,6,1,22,8,1,1,2,2,3,4,3,4,1,2,3,1,4,2,1,3,1,2
969,6,2,21,3,1,3,3,1,2,4,2,2,1,2,4,2,4,2,2,4,1,2
970,6,2,22,5,1,1,1,1,2,4,3,2,1,2,3,2,4,2,1,2,1,2
971,6,1,22,11,1,3,2,1,3,4,3,4,1,2,2,2,4,2,1,3,1,2
972,6,2,21,16,1,1,1,4,2,4,2,3,1,2,4,2,4,2,1,3,1,2
973,6,1,22,16,1,2,2,4,2,4,2,2,1,2,3,2,4,2,1,2,1,2
974,6,2,20,14,3,1,1,1,2,4,3,2,1,2,3,2,3,2,1,4,1,1
975,6,1,21,16,3,2,1,1,2,2,2,1,2,2,4,2,4,2,1,3,4,1
976,6,2,21,16,5,1,2,2,4,2,2,2,2,2,3,1,2,2,1,1,4,1
977,6,1,20,16,5,1,3,1,5,4,4,3,4,4,2,2,2,2,2,2,4,1
978,6,2,19,4,5,1,1,1,3,2,2,3,3,3,4,2,1,1,3,3,3,1
979,6,1,24,10,3,3,2,2,4,4,3,4,1,2,2,1,3,2,2,4,2,2
980,6,2,29,11,5,2,4,1,2,3,2,4,2,3,2,1,1,2,2,4,4,2
981,6,2,21,5,5,2,4,4,3,2,2,4,3,1,1,2,2,2,2,2,4,2
982,6,2,18,8,5,1,2,4,3,3,2,4,1,3,3,1,3,2,2,1,2,1
983,6,1,20,10,5,2,3,1,3,2,3,1,3,2,2,1,3,2,3,4,2,2
