encuesta,encuestador,sexo,edad,entidad,facultad,turno,tipo_transporte,gasto_transporte,gasto_comida,presupuesto_semana,tiempo_transporte,actividad_transporte,cercania_transporte,numero_transporte,promedio,actividad_extra,tiempo_descanso,ausencia_recursos,fuente_ingresos,frecuencia_retardos,apoyo_transporte,impacto_transporte
1572,24,1,20,13,1,2,3,1,1,1,3,1,1,2,2,2,2,1,1,4,1,1
1573,38,2,21,1,11,2,2,1,2,2,4,2,1,2,3,2,4,2,1,2,4,2
1574,41,2,20,9,9,3,1,1,2,2,2,2,2,2,2,2,3,2,1,3,1,2
1575,44,2,23,2,8,2,1,4,2,2,1,1,2,2,4,2,1,2,1,1,2,1
1576,15,2,24,9,3,1,2,1,2,2,4,3,3,2,3,2,2,1,1,4,1,1
1577,41,2,20,4,11,1,3,4,2,2,2,4,1,1,3,2,2,2,1,1,1,2
1578,30,1,22,9,7,3,1,1,5,4,3,2,4,2,1,2,3,1,2,4,2,1
1579,36,1,23,17,11,1,3,2,1,4,2,4,2,2,2,1,4,2,1,1,4,1
1580,11,1,21,7,3,3,1,1,2,4,3,1,1,2,4,1,2,2,1,1,1,1
1581,15,1,22,8,3,1,2,1,2,2,4,4,1,3,3,1,3,2,1,3,1,1
1582,38,1,22,1,9,2,1,1,3,2,3,1,2,2,3,2,3,2,2,3,1,2
1583,41,1,23,1,7,1,3,4,1,2,3,4,2,1,4,2,2,2,1,1,1,2
1584,24,2,18,10,1,1,1,4,1,1,2,1,1,1,4,2,3,2,1,4,1,2
1585,15,2,25,15,3,2,3,2,3,4,5,2,2,3,2,2,1,1,2,4,4,1
1586,41,1,21,17,10,1,3,2,1,2,3,2,1,1,3,1,3,2,1,1,1,2
1587,24,2,22,10,1,1,1,4,3,4,2,1,1,1,4,2,4,2,1,4,1,2
1588,36,1,21,4,10,3,3,4,2,2,4,1,2,4,1,2,3,2,1,4,1,1
1589,26,1,22,10,9,2,1,1,4,4,3,2,1,2,2,2,2,2,2,4,1,1
1590,38,1,20,9,10,3,2,1,3,1,3,4,1,2,4,2,3,2,1,3,1,1
1591,41,1,20,17,8,3,3,1,1,2,3,3,2,1,4,2,2,2,1,1,2,2
1592,24,2,22,14,1,3,1,1,1,1,3,1,2,2,3,2,3,1,1,4,1,1
1593,36,2,20,3,10,2,4,3,1,4,2,1,1,1,3,2,3,2,1,1,1,2
1594,16,2,20,7,1,1,1,2,3,2,4,2,3,2,4,1,2,1,1,3,1,1
1595,46,1,21,4,9,3,4,1,5,4,2,1,1,2,4,1,3,2,1,3,1,2
1596,24,2,20,6,1,1,1,1,2,2,3,1,2,2,3,2,4,1,1,4,1,1
1597,41,2,22,4,9,1,3,4,1,4,1,3,1,1,3,2,3,2,2,1,1,2
1598,26,2,20,4,7,3,3,4,5,4,2,3,1,2,3,2,2,2,1,3,2,2
1599,43,1,25,17,3,1,4,2,2,2,3,1,1,2,2,1,2,1,1,4,1,1
1600,38,2,21,7,8,2,1,1,3,2,4,2,2,2,3,1,3,2,1,4,1,2
1601,24,1,25,2,1,3,1,1,3,2,3,3,2,3,1,2,2,2,2,4,1,1
1602,26,2,25,4,8,3,2,4,3,2,2,2,1,2,2,2,1,2,1,2,1,1
1603,36,1,23,17,10,3,3,1,2,2,3,2,2,2,2,2,3,2,1,1,4,2
1604,41,2,25,13,10,2,2,2,1,4,4,2,1,3,2,2,2,2,1,3,1,1
1605,26,2,24,15,8,3,1,1,5,4,2,4,1,2,3,2,2,2,1,4,1,1
1606,38,2,19,7,9,2,3,2,3,1,5,2,3,3,3,2,4,2,1,4,1,1
1607,24,2,19,3,1,1,2,4,4,4,2,1,1,1,4,2,4,2,1,1,1,2
1608,41,2,25,13,10,3,2,2,1,2,4,2,1,3,3,2,2,2,1,3,1,2
1609,24,2,22,4,1,1,4,4,4,4,1,1,1,1,4,2,4,2,1,1,1,2
1610,33,2,25,10,8,2,1,1,2,2,3,2,2,2,3,1,2,2,2,3,1,2
1611,26,2,25,15,8,3,1,4,5,4,2,2,1,2,3,2,1,2,1,2,1,1
1612,36,1,21,14,10,2,1,4,1,2,3,1,2,2,2,2,3,2,1,2,1,1
1613,41,1,20,5,10,2,1,1,1,2,3,3,2,1,3,2,3,2,1,1,1,2
1614,24,1,24,9,6,2,1,1,1,1,2,3,1,1,2,1,3,2,1,2,4,1
1615,33,1,20,12,9,2,1,1,2,2,3,1,2,2,3,1,2,2,2,2,1,2
1616,26,1,23,7,8,2,1,4,4,4,3,1,1,2,3,1,3,2,1,1,1,2
1617,24,1,21,10,6,2,1,4,1,1,2,1,2,1,3,2,1,2,1,3,4,1
1618,33,1,22,17,9,2,3,1,2,2,3,1,2,2,3,1,2,2,2,2,1,2
1619,41,1,21,7,7,1,3,2,1,2,3,2,1,1,2,2,3,2,1,2,1,2
1620,38,2,21,7,9,3,3,1,3,2,4,3,1,2,3,2,3,1,1,4,1,1
1621,24,2,19,5,6,1,1,4,1,1,2,1,1,1,4,2,4,2,1,4,4,2
1622,16,1,21,7,3,1,1,2,5,2,5,2,2,3,2,2,3,2,1,4,1,1
1623,26,2,20,4,8,1,3,4,4,4,2,1,1,2,4,1,3,2,1,3,1,2
1624,33,2,24,10,9,2,1,1,2,2,3,2,2,2,3,1,2,2,1,2,1,2
1625,16,2,20,7,4,3,1,1,2,2,3,4,1,1,3,2,2,2,1,4,1,1
1626,41,1,21,10,10,3,1,1,1,2,4,2,2,2,2,2,2,2,1,3,1,1
1627,26,2,22,11,8,2,3,4,3,2,3,2,1,2,1,2,4,2,1,4,1,1
1628,41,2,21,15,11,1,1,4,1,2,2,4,2,2,3,2,3,2,1,1,1,2
1629,24,1,29,13,6,2,3,2,1,2,4,2,2,3,2,2,2,1,1,4,1,1
1630,33,2,25,4,9,2,3,4,2,2,2,1,1,1,3,1,2,2,1,2,1,2
1631,26,1,27,7,8,3,1,1,1,2,4,3,1,4,2,2,2,2,1,4,1,1
1632,24,2,18,4,6,1,4,4,4,4,1,4,1,1,4,2,4,2,1,1,1,2
1633,41,2,21,14,9,2,3,1,2,2,3,2,1,1,3,1,2,2,1,4,1,2
1634,16,1,22,7,3,2,1,2,2,1,4,2,1,2,3,1,3,2,1,2,1,1
1635,24,2,23,10,6,1,1,1,1,1,2,1,1,2,3,2,3,2,1,1,1,2
1636,26,1,21,12,8,3,3,1,3,4,3,1,1,2,2,1,1,2,1,2,1,2
1637,26,1,20,4,8,2,3,4,1,4,2,4,1,2,3,1,3,2,1,2,1,2
1638,33,1,23,9,9,2,1,1,2,4,3,1,2,2,2,1,2,2,2,2,1,2
1639,16,1,19,7,3,3,1,1,3,2,3,2,1,4,3,2,4,2,2,4,1,1
1640,24,2,22,4,1,1,4,4,4,4,1,1,1,1,4,1,4,2,1,1,1,2
1641,27,2,21,9,9,3,2,1,4,1,3,2,2,3,4,2,1,1,3,3,1,1
1642,36,2,20,7,7,3,1,2,2,2,4,2,1,2,2,2,3,2,1,3,1,1
1643,26,2,21,4,8,3,4,2,5,4,1,1,1,1,3,1,3,2,1,2,1,2
1644,27,2,24,14,10,2,3,2,3,1,3,4,1,2,1,1,3,2,2,4,1,1
1645,24,1,20,7,2,2,1,1,1,2,3,3,2,3,3,2,4,2,1,4,1,1
1646,27,1,19,8,9,1,2,2,4,4,2,2,2,3,3,1,3,1,1,1,3,1
1647,26,2,20,4,8,3,4,2,4,4,2,1,1,1,2,2,3,2,1,1,1,2
1648,27,2,20,8,9,3,3,1,4,2,4,2,3,3,3,2,1,1,2,3,2,1
1649,36,1,21,10,7,2,1,1,2,2,3,1,2,2,2,2,3,2,1,1,1,2
1650,27,2,19,8,10,1,1,1,2,1,3,3,1,2,2,2,3,2,1,1,2,2
1651,33,2,25,8,9,2,1,1,1,2,3,2,2,2,3,2,2,2,1,2,1,2
1652,27,2,19,8,9,2,1,2,4,2,4,4,4,3,4,2,4,2,3,1,4,1
1653,27,1,28,11,9,2,1,2,2,2,4,4,3,3,3,1,3,1,2,3,3,1
1654,24,1,22,11,2,1,3,1,2,2,3,3,2,2,3,2,4,2,1,4,1,1
1655,36,1,19,2,7,1,1,1,3,2,4,2,2,2,3,1,3,2,1,4,1,1
1656,27,1,24,4,10,1,3,1,3,1,2,3,1,2,2,1,3,2,1,1,1,1
1657,27,2,24,11,9,2,2,1,4,1,4,4,3,3,3,1,3,2,1,3,2,1
1658,26,1,19,11,11,2,3,4,2,2,2,1,1,2,3,2,4,2,1,2,1,2
1659,46,2,21,4,8,1,3,4,2,2,2,3,1,2,2,2,2,2,1,4,1,1
1660,24,1,21,17,2,2,3,1,2,2,3,2,2,2,2,2,1,2,1,4,1,1
1661,33,1,24,5,9,2,1,1,2,2,3,1,2,2,3,1,2,2,1,2,1,2
1662,27,1,23,8,9,2,1,1,1,1,2,4,2,2,3,1,2,1,2,2,4,1
1663,46,1,23,15,8,2,3,1,3,2,2,2,2,2,2,1,2,2,1,4,2,1
1664,41,2,22,10,10,1,1,1,1,2,3,4,2,2,3,2,2,2,1,2,1,2
1665,24,1,21,8,2,3,1,4,3,2,2,3,1,1,3,2,4,2,1,1,1,1
1666,26,2,23,7,11,1,3,3,1,4,3,1,1,4,4,2,3,2,1,4,4,1
1667,24,2,22,6,2,1,4,4,3,2,2,3,1,1,4,2,4,2,1,1,1,2
1668,33,1,21,10,9,2,1,1,2,2,3,2,2,2,3,2,2,2,1,3,1,2
1669,27,1,27,11,10,2,3,2,2,1,2,3,1,1,2,2,2,2,2,4,1,1
1670,41,2,19,3,8,1,1,1,2,2,3,3,1,2,3,2,2,2,1,2,2,2
1671,24,1,24,12,2,1,4,4,5,4,2,3,1,1,4,2,4,2,1,1,1,2
1672,27,2,23,15,10,2,3,2,2,2,3,4,1,2,2,2,3,2,1,4,4,1
1673,24,1,22,14,2,2,1,1,1,1,3,3,1,2,3,2,4,2,1,2,1,1
1674,41,1,19,1,9,1,2,1,1,2,3,2,1,2,3,2,3,2,1,1,1,2
1675,33,2,23,11,9,2,3,1,1,1,3,2,2,2,3,2,2,2,1,3,1,2
1676,24,2,22,16,2,1,1,1,2,2,3,1,1,2,3,2,3,2,1,2,4,1
1677,27,2,24,12,10,1,1,1,3,1,3,1,1,2,2,2,3,2,1,2,1,2
1678,41,1,21,17,7,1,1,1,3,4,3,2,1,2,3,1,2,2,1,3,2,2
1679,24,2,19,9,2,1,1,4,2,2,2,4,2,1,4,2,4,2,1,4,4,1
1680,41,2,20,10,9,1,1,4,1,2,2,3,1,1,3,2,3,2,1,1,1,2
1681,24,1,22,10,4,2,1,1,2,2,2,3,1,2,3,2,4,2,2,1,4,1
1682,24,1,23,8,4,2,1,4,4,4,2,1,2,1,4,2,4,2,1,3,2,2
1683,24,1,22,6,2,2,3,2,3,2,5,1,2,3,1,2,3,2,1,4,4,1
1684,26,2,23,14,11,1,3,1,3,2,3,4,1,2,2,2,3,2,1,4,1,1
1685,24,2,21,4,4,1,4,1,4,4,2,3,1,1,4,2,4,2,1,1,2,2
1686,26,2,24,17,11,1,4,3,5,4,2,1,1,1,3,1,3,2,2,1,1,2
1687,41,2,20,9,8,1,2,4,2,4,2,4,2,1,3,2,3,2,2,2,1,2
1688,9,1,18,5,3,1,2,4,4,4,1,3,2,1,3,2,4,1,1,4,2,2
1689,24,1,20,15,4,1,4,1,2,2,2,1,1,1,4,2,4,2,1,2,4,1
1690,24,1,22,1,4,2,1,1,1,2,3,3,2,2,3,2,3,2,1,4,4,2
1691,9,2,25,8,3,2,1,2,5,2,3,2,3,3,2,1,3,1,2,4,1,1
1692,33,1,21,15,10,2,3,1,2,2,3,2,2,2,3,2,2,2,1,2,1,2
1693,24,2,22,12,4,1,4,1,5,4,2,1,1,1,4,2,4,2,1,1,1,2
1694,26,1,23,4,11,3,1,4,3,2,2,4,1,2,4,1,4,2,1,4,4,2
1695,36,1,22,9,10,2,1,4,2,2,2,2,1,2,2,2,3,2,1,1,1,1
1696,33,2,24,13,10,2,3,1,1,2,4,2,3,2,3,1,2,2,1,2,1,2
1697,24,2,23,3,4,1,2,1,2,2,2,1,1,1,4,2,4,2,1,3,4,2
1698,9,1,22,7,3,3,4,3,5,4,4,1,3,1,3,2,2,1,2,4,3,1
1699,24,2,20,13,4,1,3,1,1,2,3,1,1,2,3,2,2,2,1,3,4,1
1700,9,1,21,3,3,1,2,4,5,4,1,3,1,1,4,1,4,2,1,1,2,2
1701,24,2,20,10,4,1,1,4,2,2,2,1,1,1,3,2,4,2,1,4,4,1
1702,33,1,23,10,10,2,1,1,2,2,3,2,2,2,3,1,1,2,2,2,1,2
1703,33,2,23,8,10,3,1,1,2,2,3,2,2,2,2,1,2,2,2,2,1,2
1704,24,1,18,11,4,3,3,1,2,1,3,1,2,3,3,2,4,1,2,4,4,1
1705,36,1,20,6,7,2,4,1,2,4,2,1,2,1,3,1,3,2,2,1,4,2
1706,9,2,21,6,3,3,3,2,3,4,3,2,3,3,2,2,2,1,2,4,4,1
1707,36,2,28,4,7,3,3,1,2,2,3,4,2,2,3,2,4,2,1,3,1,1
1708,24,1,20,2,5,2,1,1,1,2,3,2,2,3,2,2,3,2,1,4,4,1
1709,9,1,20,7,3,1,3,3,1,4,4,2,3,4,1,2,3,1,1,4,1,1
1710,24,1,21,10,5,2,1,4,2,2,2,4,1,2,3,2,4,2,1,4,1,1
1711,33,1,20,4,11,2,3,1,1,2,2,3,1,1,3,2,2,2,1,2,1,2
1712,24,1,26,5,5,2,1,4,2,2,2,2,1,1,3,2,3,2,2,4,1,1
1713,9,2,19,2,1,1,1,4,5,4,2,2,2,2,2,1,4,2,1,3,1,1
1714,33,2,22,11,11,2,3,1,2,4,3,2,2,2,3,2,2,2,2,2,1,2
1715,24,1,22,17,5,2,3,1,1,2,5,2,4,4,1,2,3,2,1,4,4,1
1716,9,1,23,5,1,1,1,4,3,2,2,3,1,2,2,1,3,1,2,4,4,1
1717,24,1,23,11,5,2,4,4,2,2,3,1,1,1,3,2,4,2,1,4,4,1
1718,24,1,18,9,5,3,1,4,1,1,2,1,1,1,3,2,4,2,1,4,4,1
1719,27,2,22,4,10,2,3,2,2,2,2,2,1,2,2,2,3,1,1,4,4,1
1720,33,1,25,14,11,3,1,1,1,2,3,3,2,2,3,2,2,2,2,1,1,2
1721,24,1,19,12,5,2,1,4,4,4,3,1,2,1,3,2,4,2,1,4,1,1
1722,9,2,21,12,1,2,1,4,5,4,2,2,1,1,2,2,2,1,2,3,1,1
1723,33,1,24,9,11,3,2,1,3,2,3,1,2,2,3,2,2,2,1,2,1,2
1724,27,2,21,11,10,2,3,2,2,1,2,2,1,2,3,1,3,2,2,4,2,1
1725,24,2,19,10,5,1,1,4,2,2,2,1,1,1,4,2,4,2,1,2,4,1
1726,9,1,20,11,1,2,3,2,2,4,2,4,3,3,3,2,2,1,2,3,3,2
1727,33,1,23,5,11,3,1,1,2,4,3,4,2,2,2,2,2,2,2,2,1,2
1728,24,2,19,13,3,1,3,1,2,2,4,2,3,3,3,2,3,2,1,4,4,1
1729,9,2,23,8,1,3,1,1,3,1,2,2,4,1,2,1,4,2,2,4,3,1
1730,9,1,21,5,3,2,2,1,3,4,2,4,4,1,1,2,4,1,1,3,3,1
1731,24,1,21,10,3,1,1,4,2,2,2,3,1,2,2,2,4,2,2,4,4,1
1732,9,2,18,7,1,1,4,2,4,2,3,2,4,4,3,2,3,1,2,3,3,1
1733,24,2,20,4,3,1,4,1,3,4,1,1,1,1,4,2,4,2,1,1,1,2
1734,27,2,24,7,11,1,1,2,3,2,4,2,1,3,2,2,2,2,1,4,2,1
1735,9,1,23,7,1,1,4,4,4,4,3,4,3,3,4,1,4,2,1,2,1,2
1736,24,1,19,15,3,2,3,4,2,2,3,1,2,3,3,2,4,2,1,4,4,1
1737,33,1,24,5,11,2,1,1,2,2,3,1,2,2,3,2,2,2,2,2,1,2
1738,24,2,20,1,3,1,1,1,1,2,3,1,1,1,4,2,4,2,1,3,4,1
1739,33,2,23,5,11,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2
1740,33,1,24,8,11,3,1,1,2,4,3,1,2,2,2,1,2,2,1,2,1,2
1741,33,1,21,12,11,3,1,1,2,2,3,2,4,2,3,1,2,2,1,2,1,2
1742,27,1,23,16,11,1,3,2,3,2,3,1,1,2,3,2,2,2,2,4,1,1
1743,9,2,20,9,5,1,2,2,4,4,2,1,2,2,4,2,4,2,2,4,3,1
1744,33,2,21,10,11,3,1,1,1,2,3,1,2,1,3,2,2,2,2,2,1,2
1745,9,1,23,10,6,2,2,2,3,2,4,4,2,2,3,2,4,1,1,4,4,1
1746,7,1,20,4,3,1,1,4,4,2,3,1,1,1,3,2,2,2,1,4,2,2
1747,27,2,25,7,11,1,3,2,3,2,4,3,1,2,3,2,2,2,1,4,1,1
1748,9,1,25,13,6,2,3,2,2,4,5,2,2,1,2,2,3,2,2,2,2,1
1749,9,1,19,10,6,2,3,2,3,2,2,2,3,2,2,2,3,2,2,3,4,1
1750,7,2,20,10,3,2,1,1,2,2,3,2,3,2,3,1,3,2,1,4,4,1
1751,23,1,21,16,1,3,1,4,5,4,4,1,1,1,4,1,4,2,1,3,1,1
1752,7,1,19,7,3,3,3,1,5,4,3,2,1,4,3,2,2,2,1,4,2,1
1753,9,1,23,4,6,2,3,4,1,1,4,2,3,2,3,1,3,2,2,3,3,1
1754,9,1,23,9,6,2,3,1,1,2,4,2,3,4,3,1,3,2,2,2,3,2
1755,26,1,26,10,11,2,1,4,1,1,2,2,1,2,2,1,4,2,1,4,1,1
1756,9,2,21,12,6,2,2,2,1,2,4,4,2,2,3,2,4,2,2,3,4,1
1757,7,2,22,4,3,1,1,3,5,4,5,2,2,3,3,1,3,1,1,4,1,1
1758,7,1,19,7,3,3,1,1,1,1,3,1,1,2,2,2,3,2,1,4,2,1
1759,9,1,21,8,6,2,3,1,3,4,2,2,4,2,2,1,2,1,1,2,4,2
1760,27,1,25,13,11,1,2,1,2,2,3,4,1,3,2,2,2,1,1,4,1,1
1761,43,1,21,9,9,3,2,1,2,2,2,1,1,2,2,2,4,2,1,2,1,2
1762,7,1,21,7,3,3,1,3,3,4,4,4,2,2,3,2,3,2,2,4,1,1
1763,3,1,19,4,2,2,1,2,3,4,3,1,1,1,4,2,3,2,2,3,1,2
1764,9,1,25,5,6,2,1,2,5,4,3,4,1,4,2,1,3,2,1,2,3,1
1765,27,2,21,11,11,2,3,1,2,1,3,3,2,3,2,2,3,2,1,4,1,1
1766,9,2,23,9,6,2,2,1,4,4,4,4,2,4,3,2,2,2,1,1,4,2
1767,13,2,25,7,2,3,1,1,3,4,3,3,1,2,2,1,3,2,2,2,1,1
1768,16,1,21,12,4,2,1,1,2,2,2,2,2,2,3,2,4,2,1,1,1,2
1769,16,2,18,16,6,1,2,4,1,1,2,4,1,2,4,1,4,2,1,1,1,2
1770,16,1,22,9,5,3,3,1,2,2,3,2,2,2,2,2,3,2,2,3,3,1
1771,16,2,23,7,2,1,1,1,3,2,4,3,3,3,3,2,4,2,1,4,1,1
1772,7,2,20,4,3,3,4,1,5,4,1,1,1,1,4,2,4,2,1,1,1,2
1773,37,1,21,4,7,2,1,4,3,2,2,1,2,2,2,1,3,2,1,3,4,1
1774,27,1,20,8,8,1,2,2,5,1,3,2,2,3,2,1,3,2,2,1,3,1
1775,37,1,20,9,7,1,3,2,5,2,3,3,3,1,3,2,2,2,2,4,1,1
1776,41,1,25,1,7,1,3,4,1,2,2,2,1,1,4,2,2,2,1,1,2,2
1777,37,1,22,6,7,2,3,3,4,2,3,2,1,3,3,2,2,2,1,1,2,2
1778,27,1,20,11,8,1,2,2,4,3,3,4,1,1,3,2,3,1,1,1,3,1
1779,41,2,21,4,7,1,3,4,1,2,1,1,1,1,4,1,2,2,1,1,1,2
1780,7,2,20,4,3,3,1,1,3,2,2,1,1,2,3,1,3,2,1,2,1,1
1781,37,2,19,3,7,1,4,3,4,2,2,1,1,1,4,2,2,2,1,2,1,2
1782,37,1,22,11,7,2,3,1,3,4,2,4,2,2,2,1,3,2,2,2,1,1
1783,37,1,20,5,7,3,2,1,4,2,3,2,1,2,3,1,3,2,3,2,1,2
1784,37,1,22,12,8,2,3,2,5,4,3,2,3,3,2,2,2,1,1,2,1,1
1785,27,2,20,6,8,1,1,4,2,1,3,2,3,2,2,1,3,1,2,2,4,1
1786,37,2,22,10,8,2,3,3,5,4,3,3,1,2,3,2,1,2,1,2,1,1
1787,37,1,25,13,8,3,1,3,4,4,4,2,1,3,2,2,1,2,1,2,1,2
1788,17,1,23,10,3,2,1,1,4,2,3,2,2,2,3,2,3,2,2,4,1,1
1789,27,2,19,11,8,2,3,2,3,2,3,2,3,3,4,1,3,2,1,4,4,1
1790,41,2,20,15,8,2,1,4,1,4,3,4,1,2,3,2,1,2,1,1,1,2
1791,37,1,23,7,8,3,1,3,5,4,4,3,2,2,1,2,1,2,1,2,1,2
1792,27,2,21,13,8,1,1,2,3,4,2,2,3,4,2,2,2,2,2,2,4,1
1793,17,2,19,8,3,3,4,4,5,4,3,1,1,1,4,2,4,2,1,2,1,2
1794,37,1,24,17,8,2,3,2,5,2,4,1,2,3,2,2,2,2,1,3,1,1
1795,46,2,23,17,8,1,3,1,3,4,5,4,1,2,3,2,3,2,1,4,4,2
1796,41,1,18,4,10,2,3,4,2,2,1,2,1,1,2,2,2,1,2,1,1,2
1797,37,1,23,6,8,2,3,2,5,4,5,2,2,3,2,1,1,2,3,4,4,1
1798,27,2,22,14,7,3,2,1,3,2,2,4,3,3,3,2,1,2,2,2,4,1
1799,16,1,19,2,6,2,4,4,2,2,3,1,2,1,3,1,4,2,1,1,1,2
1800,17,2,22,7,3,1,1,3,5,4,3,1,1,3,3,1,4,2,2,4,1,1
1801,27,2,23,6,8,1,1,4,2,3,1,3,1,1,1,2,3,1,2,2,4,1
1802,41,1,19,17,9,2,1,1,2,4,3,2,2,3,3,2,2,2,1,2,1,1
1803,27,2,19,2,8,3,1,1,5,2,3,2,2,3,2,2,2,1,2,2,4,1
1804,27,2,25,11,8,2,2,1,3,1,4,2,2,3,3,1,2,1,1,1,4,1
1805,16,2,20,11,1,1,2,1,3,4,2,3,1,2,4,1,3,2,1,2,1,1
1806,41,2,23,5,10,1,1,1,1,2,3,1,2,2,4,2,3,2,1,4,1,2
1807,27,2,20,9,8,1,2,1,4,1,2,4,2,3,3,2,1,1,1,1,2,1
1808,17,2,20,16,3,3,1,1,2,2,5,2,1,2,4,2,1,2,2,4,1,1
1809,16,1,22,14,4,2,3,2,2,2,4,2,2,3,2,2,3,1,1,4,1,1
1810,41,2,21,13,11,1,1,1,1,2,4,2,1,3,3,2,2,1,1,4,1,1
1811,41,1,22,11,11,1,1,1,1,4,3,4,1,2,4,2,2,2,1,3,1,2
1812,37,2,24,14,8,3,3,2,4,4,3,4,1,3,2,2,2,2,3,4,1,1
1813,37,1,20,9,8,3,3,3,5,2,4,1,2,3,3,1,2,2,2,3,4,1
1814,37,2,22,2,8,3,3,3,4,4,3,2,2,3,1,2,1,2,3,3,4,2
1815,27,2,25,5,7,2,3,2,2,1,2,2,3,3,3,2,3,2,2,4,1,1
1816,37,1,24,5,8,3,4,3,5,4,3,2,2,3,2,2,1,2,2,3,2,2
1817,27,1,22,15,8,2,3,1,3,2,3,4,1,2,2,2,3,1,2,1,1,1
1818,16,1,19,5,1,1,1,4,1,4,2,4,2,1,3,2,4,2,1,2,3,2
1819,37,2,20,6,11,1,1,2,4,4,1,4,2,3,2,2,3,2,2,3,2,1
1820,7,2,20,5,5,3,1,4,1,2,3,3,1,1,4,1,4,2,1,1,1,2
1821,16,1,22,7,1,2,3,2,2,2,4,2,2,3,2,2,2,2,1,4,1,1
1822,27,2,21,11,8,1,1,1,2,1,3,3,1,1,2,1,2,2,2,4,1,1
1823,37,2,21,10,11,2,2,1,5,2,2,4,2,3,3,2,3,2,1,3,2,2
1824,16,2,24,6,1,1,3,1,1,2,3,2,3,3,3,2,4,2,1,2,1,2
1825,27,2,21,7,9,2,3,1,4,2,4,2,1,2,2,1,3,2,1,4,2,1
1826,27,2,19,7,10,2,3,2,2,1,3,2,1,3,3,2,1,2,2,4,2,1
1827,37,1,23,8,11,1,1,2,4,2,3,2,1,3,3,2,2,2,1,3,2,1
1828,27,2,27,11,11,3,1,1,2,2,4,3,1,3,2,2,2,2,1,4,2,2
1829,37,1,22,7,11,3,4,3,5,4,3,3,2,2,2,2,2,2,1,2,1,1
1830,37,1,21,1,11,1,3,2,4,2,3,1,1,3,1,1,4,2,2,4,1,2
1831,27,2,26,13,10,1,3,2,3,2,4,2,1,3,2,2,2,2,2,4,4,1
1832,27,2,27,1,10,2,2,2,4,2,4,1,1,2,1,2,2,1,2,4,1,1
1833,37,2,24,16,11,3,2,2,5,2,3,3,2,3,3,1,4,2,3,4,1,1
1834,16,2,19,8,1,1,1,4,2,4,3,4,2,1,3,1,4,2,1,2,1,2
1835,27,2,21,11,9,1,3,2,4,2,2,3,1,1,3,1,2,2,1,4,1,1
1836,16,2,20,16,1,2,1,4,2,1,3,3,2,1,2,1,2,2,2,3,1,1
1837,27,2,23,11,9,1,3,2,1,4,2,4,2,1,1,1,4,2,1,4,2,2
1838,37,1,24,7,11,3,1,3,5,4,4,1,1,4,2,2,3,2,1,4,3,2
1839,23,1,20,5,5,1,1,4,2,2,3,4,1,1,4,2,4,2,1,4,1,1
1840,27,2,24,17,10,3,2,2,4,2,3,2,2,2,2,2,2,2,1,4,1,1
1841,16,2,21,4,6,1,4,4,3,4,1,4,1,1,4,1,4,2,1,1,3,2
1842,27,2,23,14,11,1,3,2,3,2,2,4,1,2,3,1,4,2,1,4,1,1
1843,16,2,18,7,6,2,3,1,1,2,3,2,3,2,2,2,4,1,1,4,1,1
1844,16,1,20,7,6,2,1,4,3,4,3,3,2,1,3,2,3,2,1,3,4,1
1845,16,1,20,16,6,1,2,1,3,2,2,4,2,2,3,2,4,2,1,2,1,1
1846,27,1,21,11,7,2,3,1,3,2,2,4,1,1,3,2,3,2,1,4,1,2
1847,16,2,22,1,6,1,3,1,1,2,3,2,3,2,2,2,3,2,1,3,1,1
1848,27,1,23,8,7,2,2,1,2,1,3,2,1,2,1,1,4,2,1,4,1,2
1849,16,2,19,7,6,1,3,2,2,4,4,3,3,3,4,2,2,2,1,3,1,1
1850,16,1,19,10,6,2,1,1,1,2,2,2,2,2,2,2,4,2,1,1,1,1
1851,37,2,20,13,10,3,1,3,5,4,4,4,1,3,2,2,2,2,1,3,1,2
1852,37,1,21,4,10,2,3,1,2,1,2,2,2,2,2,1,2,2,1,3,2,2
1853,37,1,25,7,10,2,3,2,4,2,3,2,1,3,2,1,1,2,2,2,1,1
1854,37,2,24,17,10,1,3,1,2,2,3,2,3,2,3,1,3,2,2,4,2,1
1855,37,1,24,15,10,3,3,3,3,2,3,2,1,2,2,1,3,2,2,3,1,1
1856,23,2,21,7,5,1,1,1,1,2,5,2,2,3,3,1,3,2,1,4,1,1
1857,37,1,23,8,10,3,3,2,3,2,4,3,3,3,1,2,3,2,1,4,2,1
1858,37,2,23,14,10,2,1,3,4,4,3,2,2,3,2,1,2,1,2,2,1,2
1859,16,1,22,8,2,2,1,2,4,2,3,2,2,3,4,1,3,2,2,3,4,2
1860,16,1,19,7,3,3,3,1,1,2,3,2,2,2,2,1,4,2,1,4,1,1
1861,37,1,25,2,10,1,2,2,4,2,4,2,3,3,2,2,3,2,1,4,2,1
1862,7,1,20,10,5,1,1,4,1,2,3,4,1,1,4,2,2,2,1,2,2,2
1863,16,1,21,6,3,3,4,2,1,2,4,1,3,1,2,2,4,2,2,4,1,1
1864,16,1,20,4,2,2,1,4,4,4,2,4,2,2,3,1,4,2,2,3,4,2
1865,41,1,21,14,7,1,1,1,1,2,3,1,1,2,3,2,2,2,1,4,2,1
